Date,Open,High,Low,Close,Adj Close,Volume
2021-01-04,91.5999984741211,91.62999725341797,89.44000244140625,90.22000122070312,85.46853637695312,5006200
2021-01-05,90.31999969482422,91.30999755859375,90.2699966430664,91.1500015258789,86.34957122802734,1805800
2021-01-06,90.83000183105469,92.41999816894531,90.72000122070312,91.66000366210938,86.83271026611328,9674400
2021-01-07,92.08999633789062,92.77999877929688,92.01000213623047,92.62000274658203,87.74215698242188,4807800
2021-01-08,93.30000305175781,93.48999786376953,92.5,93.44000244140625,88.51895904541016,3654600
2021-01-11,92.37000274658203,93.02999877929688,92.31999969482422,92.62000274658203,87.74215698242188,3317200
2021-01-12,92.66999816894531,93.04000091552734,92.30999755859375,92.94999694824219,88.05475616455078,9483200
2021-01-13,92.87999725341797,93.29000091552734,92.66999816894531,93.01000213623047,88.11161804199219,2172700
2021-01-14,93.4000015258789,93.62999725341797,93.06999969482422,93.1500015258789,88.24422454833984,4452800
2021-01-15,92.45999908447266,92.68000030517578,91.7300033569336,92.16999816894531,87.31584167480469,6946900
2021-01-19,93.0199966430664,93.12999725341797,92.68000030517578,93.02999877929688,88.13055419921875,4114200
2021-01-20,93.69000244140625,94.30000305175781,93.55999755859375,94.19000244140625,89.2294692993164,2434800
2021-01-21,94.33000183105469,94.37999725341797,93.93000030517578,94.20999908447266,89.24840545654297,4978200
2021-01-22,93.5199966430664,94.0199966430664,93.51000213623047,93.7699966430664,88.83158874511719,4028400
2021-01-25,93.95999908447266,94.13999938964844,92.79000091552734,94.08000183105469,89.12525177001953,5147600
2021-01-26,94.22000122070312,94.29000091552734,93.72000122070312,93.79000091552734,88.85052490234375,1123200
2021-01-27,92.56999969482422,92.63999938964844,91.13999938964844,91.4800033569336,86.66218566894531,5122000
2021-01-28,91.87000274658203,93.08000183105469,91.75,92.25,87.39163970947266,5900200
2021-01-29,91.44000244140625,91.75,89.97000122070312,90.44000244140625,85.67696380615234,5009100
2021-02-01,91.48999786376953,92.12000274658203,91.0199966430664,91.9800033569336,87.13585662841797,5182200
2021-02-02,92.79000091552734,93.4000015258789,92.76000213623047,93.1500015258789,88.24422454833984,2432600
2021-02-03,93.37000274658203,93.66000366210938,93.01000213623047,93.30999755859375,88.39580535888672,2321800
2021-02-04,93.47000122070312,94.0,93.33000183105469,93.94999694824219,89.0020980834961,2253100
2021-02-05,94.44999694824219,94.62999725341797,94.12999725341797,94.48999786376953,89.51365661621094,3502100
2021-02-08,94.94999694824219,95.19999694824219,94.76000213623047,95.19999694824219,90.18627166748047,4352900
2021-02-09,95.0999984741211,95.58999633789062,95.04000091552734,95.38999938964844,90.36626434326172,4538000
2021-02-10,95.9800033569336,95.9800033569336,94.83999633789062,95.41000366210938,90.38520050048828,1697500
2021-02-11,95.86000061035156,95.98999786376953,95.30999755859375,95.87999725341797,90.83045959472656,3749900
2021-02-12,95.58999633789062,96.36000061035156,95.58999633789062,96.33999633789062,91.2662353515625,3231800
2021-02-16,96.87000274658203,96.94000244140625,96.26000213623047,96.5199966430664,91.43675231933594,2324400
2021-02-17,96.01000213623047,96.33999633789062,95.55999755859375,96.33000183105469,91.25675964355469,3662600
2021-02-18,95.37999725341797,95.81999969482422,94.91999816894531,95.66000366210938,90.62203979492188,2689800
2021-02-19,96.12999725341797,96.30000305175781,95.69999694824219,95.83000183105469,90.78308868408203,2532400
2021-02-22,94.91000366210938,95.47000122070312,94.80000305175781,94.83999633789062,89.84522247314453,1454900
2021-02-23,94.30000305175781,95.22000122070312,93.16000366210938,94.91000366210938,89.91154479980469,8551800
2021-02-24,94.33000183105469,95.55999755859375,94.04000091552734,95.44999694824219,90.423095703125,5469700
2021-02-25,95.31999969482422,95.62999725341797,93.05000305175781,93.33999633789062,88.4242172241211,3548400
2021-02-26,93.41999816894531,93.5,92.0999984741211,92.51000213623047,87.637939453125,6675200
2021-03-01,93.83999633789062,94.93000030517578,93.83000183105469,94.63999938964844,89.65576934814453,2072400
2021-03-02,94.69000244140625,94.70999908447266,94.0199966430664,94.02999877929688,89.077880859375,2412900
2021-03-03,93.94999694824219,94.20999908447266,93.0,93.0,88.10214233398438,4099000
2021-03-04,92.95999908447266,93.5,90.8499984741211,91.66999816894531,86.84217834472656,6803700
2021-03-05,92.56999969482422,93.19999694824219,90.75,92.95999908447266,88.06423950195312,4522900
2021-03-08,92.7699966430664,93.41999816894531,92.13999938964844,92.13999938964844,87.28742980957031,5031100
2021-03-09,93.26000213623047,94.20999908447266,93.22000122070312,93.70999908447266,88.77473449707031,4650400
2021-03-10,94.29000091552734,94.44999694824219,93.75,94.12999725341797,89.17261505126953,2851400
2021-03-11,94.95999908447266,95.63999938964844,94.76000213623047,95.3499984741211,90.328369140625,1440300
2021-03-12,94.66000366210938,95.22000122070312,94.44999694824219,95.16999816894531,90.15784454345703,2681700
2021-03-15,95.13999938964844,95.69999694824219,94.66999816894531,95.68000030517578,90.6409912109375,866800
2021-03-16,95.81999969482422,96.02999877929688,95.41999816894531,95.66999816894531,90.63150787353516,2422400
2021-03-17,95.19999694824219,96.2300033569336,94.91999816894531,95.94999694824219,90.89676666259766,1891400
2021-03-18,95.30999755859375,95.83999633789062,94.5199966430664,94.66000366210938,89.67471313476562,1612700
2021-03-19,94.62000274658203,95.08999633789062,94.05999755859375,94.7300033569336,89.74103546142578,5386000
2021-03-22,94.75,95.5,94.73999786376953,95.20999908447266,90.19574737548828,6435500
2021-03-23,94.7300033569336,95.02999877929688,94.0,94.12999725341797,89.17261505126953,3479600
2021-03-24,94.18000030517578,94.4800033569336,93.3499984741211,93.3499984741211,88.43370056152344,5616000
2021-03-25,93.08000183105469,93.98999786376953,92.69999694824219,93.7699966430664,88.83158874511719,4317700
2021-03-26,94.19999694824219,95.43000030517578,94.05000305175781,95.33000183105469,90.3094253540039,2965100
2021-03-29,94.94000244140625,95.29000091552734,94.48999786376953,95.11000061035156,90.10102081298828,8201800
2021-03-30,94.77999877929688,95.05999755859375,94.5199966430664,94.95999908447266,89.95890808105469,2982400
2021-03-31,94.87000274658203,95.5999984741211,94.87000274658203,95.1500015258789,90.13890838623047,2264700
2021-04-01,95.8499984741211,96.4000015258789,95.83999633789062,96.38999938964844,91.3135986328125,2815600
2021-04-05,96.94000244140625,97.5999984741211,96.87000274658203,97.45999908447266,92.32723999023438,2846500
2021-04-06,97.1500015258789,97.58000183105469,97.06999969482422,97.3499984741211,92.2230453491211,2061800
2021-04-07,97.11000061035156,97.33999633789062,96.94999694824219,97.19000244140625,92.07147216796875,4297700
2021-04-08,97.73999786376953,97.87000274658203,97.48999786376953,97.79000091552734,92.63987731933594,1939800
2021-04-09,97.66000366210938,98.2300033569336,97.5999984741211,98.2300033569336,93.05670166015625,1636300
2021-04-12,97.91000366210938,98.0,97.69000244140625,97.95999908447266,92.80091857910156,2863600
2021-04-13,98.04000091552734,98.5199966430664,97.9800033569336,98.41999816894531,93.23668670654297,1240400
2021-04-14,98.51000213623047,98.77999877929688,98.16999816894531,98.36000061035156,93.17984771728516,2972900
2021-04-15,98.94999694824219,99.30999755859375,98.88999938964844,99.29000091552734,94.06087493896484,1906100
2021-04-16,99.55999755859375,99.72000122070312,99.25,99.68000030517578,94.43032836914062,2934300
2021-04-19,99.41000366210938,99.55000305175781,98.87000274658203,99.2699966430664,94.04191589355469,2254100
2021-04-20,98.7300033569336,98.83000183105469,97.83999633789062,98.20999908447266,93.03775024414062,2495400
2021-04-21,97.94999694824219,99.16000366210938,97.9000015258789,99.08000183105469,93.86193084716797,6945000
2021-04-22,99.18000030517578,99.33000183105469,98.20999908447266,98.4800033569336,93.29353332519531,2419400
2021-04-23,98.73999786376953,99.8499984741211,98.73999786376953,99.55000305175781,94.30718231201172,1241100
2021-04-26,99.62000274658203,99.87999725341797,99.56999969482422,99.76000213623047,94.50611877441406,2320700
2021-04-27,99.72000122070312,99.79000091552734,99.45999908447266,99.72000122070312,94.46822357177734,3614200
2021-04-28,99.73999786376953,100.18000030517578,99.58999633789062,99.87999725341797,94.61978912353516,1898300
2021-04-29,100.47000122070312,100.48999786376953,99.37000274658203,100.12000274658203,94.84716033935547,4661200
2021-04-30,99.38999938964844,99.6500015258789,98.93000030517578,99.19000244140625,93.96614074707031,2139000
2021-05-03,99.83000183105469,99.86000061035156,99.44000244140625,99.58000183105469,94.33560943603516,1676400
2021-05-04,98.94000244140625,99.0,97.80000305175781,98.63999938964844,93.44509887695312,2401100
2021-05-05,99.25,99.37999725341797,98.76000213623047,99.0,93.78614807128906,1640800
2021-05-06,99.12999725341797,99.76000213623047,98.62000274658203,99.70999908447266,94.45874786376953,3563700
